product,price,category,variant,web
茶樹莊園超濃縮洗碗精補充包-茶樹海鹽,118.0,日用生活/家庭清潔 殺蟲/洗碗精,700g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E8%8A%B1%E4%BB%99%E5%AD%90/1105006500101.html
森田藥粧FOR MAN控油洗顏乳120g,148.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,120g克 x 1 x 1PC支,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1202018000101.html
家樂福精選特黑巧克力72%,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,80g克 x 1 x 1PC個,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423305000101.html
蘇菲極淨肌有機棉超薄潔翼26cm 14片,145.0,美妝個清/女性衛生/衛生棉/日用加長,14PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E8%98%87%E8%8F%B2/1212202800101.html
曾蒙牛 清燉牛肉麵,199.0,米油沖泡/泡麵．麵條/泡麵/麵條拉麵,500g克 x 1 x 1BoX盒,https://online.carrefour.com.tw//zh/%E6%9B%BE%E8%92%99%E7%89%9B/1450640100101.html
金氏韓式泡菜(每瓶約600g),299.0,生鮮冷凍/奶蛋點心食品/甜點小菜．冷盤,600g克 x 1 x 1CAN罐,https://online.carrefour.com.tw//zh/%E9%87%91%E6%B0%8F/1513010800101.html
白蘭香氛洗衣球純淨白麝香,198.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,10g克 x 23 x 1Bag包,https://online.carrefour.com.tw//zh/%E7%99%BD%E8%98%AD/1110588500101.html
靠得住晚安好眠褲M 2片,99.0,美妝個清/女性衛生/衛生棉/夜用,2PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212313600101.html
美吾髮純萃植感水薄荷涼感去屑洗髮精,299.0,美妝個清/個人清潔/洗護造型/洗髮精,500ml毫升 x 1 x 1PC瓶,https://online.carrefour.com.tw//zh/%E7%BE%8E%E5%90%BE%E9%AB%AE/1200031300101.html
無塵氏檸檬柑橘擦拭拖地兩用布,59.0,日用生活/家庭清潔 殺蟲/清潔工具/打掃除塵工具/靜電紙,1PC包 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E7%84%A1%E5%A1%B5%E6%B0%8F/3156701800101.html
西雅圖棉花球可可亞 25g X12,188.0,米油沖泡/沖泡飲品．食品/沖泡飲品/巧克力飲品,25g克 x 12 x 1BOX盒,https://online.carrefour.com.tw//zh/%E8%A5%BF%E9%9B%85%E5%9C%96/1436007100101.html
靠得住香氛瞬吸護墊-梔子花17.5cm-24PC,129.0,美妝個清/女性衛生/衛生棉/護墊,24PC片 x 1 x 2PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212008300102.html
味丹 老北京炸醬麵84g,118.0,米油沖泡/泡麵．麵條/泡麵/牛肉口味,84g克 x 1 x 4Bag包,https://online.carrefour.com.tw//zh/%E5%91%B3%E4%B8%B9/1450194200104.html
伯朗巴西聖多士咖啡豆450g,368.0,米油沖泡/咖啡．茶包/咖啡/咖啡粉/咖啡豆,450g克 x 1 x 1Pack包,https://online.carrefour.com.tw//zh/%E4%BC%AF%E6%9C%97/1431002200101.html
貝納頌三合一咖啡-經典曼特寧 18g x25,398.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,18g克 x 25 x 1Box盒,https://online.carrefour.com.tw//zh/%E8%B2%9D%E7%B4%8D%E9%A0%8C/1431113400101.html
Sunny Ranch每日堅果隨手包-綜合堅果,239.0,飲料零食/休閒零食/堅果類/堅果,245g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/sunny-ranch/1424312900101.html
靠得住安全瞬吸護墊無香標準型14.5cm-30PC,129.0,美妝個清/女性衛生/衛生棉/護墊,30PC片 x 1 x 2Pack包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212004300102.html
雀巢可可脆片穀物棒3入盒裝 ,85.0,飲料零食/精選餅乾/甜餅乾/其它口味,75g克 x 1 x 1BOX盒,https://online.carrefour.com.tw//zh/%E9%9B%80%E5%B7%A2/1410465100101.html
野菜園海苔堅果三明治(紫米芝麻),132.0,飲料零食/休閒零食/豆乾．肉乾．海苔/海苔．海苔脆片,60g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/1420400700101.html
炒貨世家巧克力口味脆捲,158.0,飲料零食/精選餅乾/甜餅乾/捲心餅,320g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E7%82%92%E8%B2%A8%E4%B8%96%E5%AE%B6/1413231600101.html
輕時代 強淨泡泡 洗衣槽清潔劑,96.0,日用生活/家庭清潔 殺蟲/家用清潔/其它類洗潔劑,450g克 x 1 x 1PC盒,https://online.carrefour.com.tw//zh/%E8%BC%95%E6%99%82%E4%BB%A3/1105103400101.html
雀巢金牌咖啡重焙拿鐵2合1-18gx30入,398.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,18g克 x 30 x 1BOX盒,https://online.carrefour.com.tw//zh/%E9%9B%80%E5%B7%A2/1431102200101.html
關山穀堡壽豐七星米,318.0,米油沖泡/米．食用油/米/米,3Kg公斤 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E9%97%9C%E5%B1%B1%E7%A9%80%E5%A0%A1/1451012200101.html
中興頂級壽司米(噴水雞肉飯專用米)1.5Kg,198.0,米油沖泡/米．食用油/米/米,1.5Kg公斤 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/%E4%B8%AD%E8%88%88%E7%B1%B3/1451000600101.html
輕時代絕對乾燥集水替換包茉莉花香570g,96.0,日用生活/家庭清潔 殺蟲/除濕．香氛,570g克 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E8%BC%95%E6%99%82%E4%BB%A3/1103203900101.html
皂福冷壓橘油皂精補充包-1500g,96.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,1500g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E7%9A%82%E7%A6%8F/1110321300101.html
靠得住蘆薈高透氧護墊標準14.5cm,159.0,美妝個清/女性衛生/衛生棉/護墊,26PC片 x 4 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212099800101.html
SUPER超級三合一特濃即溶咖啡18g X30,229.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,18g克 x 30 x 1Bag包,https://online.carrefour.com.tw//zh/super/1431109600101.html
白蘭廚房清潔劑檸噴,116.0,日用生活/家庭清潔 殺蟲/家用清潔/廚房清潔,480GB x 1 x 1Bottle瓶,https://online.carrefour.com.tw//zh/%E7%99%BD%E8%98%AD/1102103300101.html
蘇菲清新涼感微涼小黃瓜23cm14片,146.0,美妝個清/女性衛生/衛生棉/日用標準,14PC包 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E8%98%87%E8%8F%B2/1212100500101.html
"舒潔袖珍包面紙寶可夢限量版FSC(圖案隨機)*限量包裝,恕不指定(以實際出貨為主)",98.0,日用生活/衛生紙/面紙．濕紙巾/紙手帕．袖珍面紙,10PC抽 x 26 x 1PC包,https://online.carrefour.com.tw//zh/%E8%88%92%E6%BD%94/1221102900101.html
OP生物分解抗菌密封袋 L(17入),98.0,日用生活/餐廚用品/保鮮容器/保鮮膜,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/op/3142103800101.html
貝納頌三合一咖啡-經典拿鐵 20g x25,398.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,20g克 x 25 x 1Box盒,https://online.carrefour.com.tw//zh/%E8%B2%9D%E7%B4%8D%E9%A0%8C/1431105900101.html
田野市有機銀耳,79.0,飲料零食/果汁．養生/保健養生/雞精．四物飲．燕窩,280ml毫升 x 1 x 1Can罐,https://online.carrefour.com.tw//zh/1002312700101.html
蘇菲極淨肌草本抑菌超薄26cm,145.0,美妝個清/女性衛生/衛生棉/日用加長,17PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E8%98%87%E8%8F%B2/1212202700101.html
舒潔頂級3層舒鼻紙手帕-10PCx10,98.0,日用生活/衛生紙/面紙．濕紙巾/紙手帕．袖珍面紙,10PC抽 x 10 x 1Bag包,https://online.carrefour.com.tw//zh/%E8%88%92%E6%BD%94/1221301700101.html
李時珍養氣人蔘精華飲35mlx18入,839.0,飲料零食/果汁．養生/保健養生/雞精．四物飲．燕窩,35ml毫升 x 18 x 1BOX盒,https://online.carrefour.com.tw//zh/%E6%9D%8E%E6%99%82%E7%8F%8D/1002310600101.html
采漾內衣洗淨袋18x16cm,129.0,休閒娛樂/銅板商品 �,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/udilife-%E9%87%87%E6%BC%BE/3160303600101.html
家樂福鹼性3號(AA)電池 8 入,139.0,日用生活/居家修繕/電池/鹼性電池,1Card卡 x 1 x 1CARD卡,https://online.carrefour.com.tw//zh/3000191900101.html
曾蒙牛 紅燒牛肉麵,199.0,米油沖泡/泡麵．麵條/泡麵/麵條拉麵,500g克 x 1 x 1BoX盒,https://online.carrefour.com.tw//zh/%E6%9B%BE%E8%92%99%E7%89%9B/1450630000101.html
萊瑞100%酪梨油,598.0,米油沖泡/米．食用油/食用油/其他油類,750ml毫升 x 1 x 1BOTTLE瓶,https://online.carrefour.com.tw//zh/%E8%90%8A%E7%91%9E/1461509600101.html
蔥阿伯東北手工水餃韭菜豬肉水餃,189.0,生鮮冷凍/冷凍調理/水餃 麵食/豬肉水餃,720g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/1525194700101.html
靠得住茶樹舒涼護墊14.5cm-26PC,99.0,美妝個清/女性衛生/衛生棉/護墊,26PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212009300101.html
靠得住茶樹舒涼護墊瞬吸加長17.5cm-18PC,99.0,美妝個清/女性衛生/衛生棉/護墊,18PC片 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212009400101.html
得意的一天 日式味噌豬肉高湯粥 350g,140.0,米油沖泡/調味．罐頭湯品．南北貨/杯湯．速食袋湯/粥品,350g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E6%A1%82%E6%A0%BC/1452405100101.html
歐特滿分優果-有機無調味純堅果 80g,200.0,飲料零食/休閒零食/堅果類/堅果,80g克 x 1 x 1PACK包,https://online.carrefour.com.tw//zh/%E6%AD%90%E7%89%B9/1424321000101.html
巴黎萊雅優媚霜三重護髮染髮霜-1自然黑,379.0,美妝個清/美妝保養/染髮劑．用品/染髮劑,172ml毫升 x 1 x 1PC盒,https://online.carrefour.com.tw//zh/%E5%B7%B4%E9%BB%8E%E8%90%8A%E9%9B%85/1200510800101.html
茶樹莊園超濃縮洗碗精補充包-茶樹生薑,118.0,日用生活/家庭清潔 殺蟲/洗碗精,700g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E8%8A%B1%E4%BB%99%E5%AD%90/1105006500301.html
KAKA魷魚捲片-義式披薩-80g,99.0,飲料零食/精選餅乾/鹹餅乾/點心零食,80g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/kaka/1401018600101.html
家樂福精選可可碎粒特黑巧克力,89.0,飲料零食/糖果．巧克力．口香糖/巧克力/純巧克力,100g克 x 1 x 1Pack包,https://online.carrefour.com.tw//zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1423301300101.html
KAKA醬燒蝦餅-炙烤原味,99.0,飲料零食/精選餅乾/鹹餅乾/點心零食,80g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/kaka/1401014900101.html
Sunny Ranch每日堅果隨手包-綜合堅果乾,239.0,飲料零食/休閒零食/堅果類/混合,245g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/sunny-ranch/1424406100101.html
皇家榖堡莊園紫米-1kg,198.0,米油沖泡/米．食用油/米/胚芽米,1Kg公斤 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/1451105200101.html
麥斯威爾香醇無糖咖啡2合1,185.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,11g克 x 25 x 1Bag袋,https://online.carrefour.com.tw//zh/%E9%BA%A5%E6%96%AF%E5%A8%81%E7%88%BE/1431102100101.html
有機囍瑞即溶咖啡,398.0,米油沖泡/咖啡．茶包/咖啡/即溶咖啡,100g克 x 1 x 1Can罐,https://online.carrefour.com.tw//zh/%E5%9B%8D%E7%91%9E/1431200800101.html
東和好媽媽無添加辣不辣鮪魚130g,198.0,米油沖泡/調味．罐頭湯品．南北貨/罐頭/鮪魚,130g克 x 1 x 3Can罐,https://online.carrefour.com.tw//zh/%E6%9D%B1%E5%92%8C%E5%A5%BD%E5%AA%BD%E5%AA%BD/1483010700103.html
靠得住蘆薈高透氧護墊加長-沐浴香氛(17.5cm)24PCx4,159.0,美妝個清/女性衛生/衛生棉/護墊,24PC片 x 4 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212099900201.html
伯朗精選綜合咖啡豆-450g,368.0,米油沖泡/咖啡．茶包/咖啡/咖啡粉/咖啡豆,450g克 x 1 x 1Pack包,https://online.carrefour.com.tw//zh/%E4%BC%AF%E6%9C%97/1431002500101.html
森田藥粧FOR MAN潔淨洗顏乳120g,148.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,120g克 x 1 x 1PC支,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1202018200101.html
KAKA蚵仔酥-鹹蛋黃-80g,99.0,飲料零食/精選餅乾/鹹餅乾/點心零食,80g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/kaka/1401014500101.html
蘇菲清新涼感清涼薄荷23cm 14片,146.0,美妝個清/女性衛生/衛生棉/日用標準,14PC包 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E8%98%87%E8%8F%B2/1212102100101.html
棕欖香皂115gx6,148.0,美妝個清/個人清潔/沐浴用品/進口香皂．抗菌香皂．潔手乳,115g克 x 1 x 6PC個,https://online.carrefour.com.tw//zh/%E6%A3%95%E6%AC%96palmolive/1201002300206.html
維義玄米油2000ml,499.0,米油沖泡/米．食用油/食用油/其他油類,2000ml毫升 x 1 x 1BOTTLE瓶,https://online.carrefour.com.tw//zh/%E7%B6%AD%E7%BE%A9/1461509200101.html
得意的一天玉米雞肉高湯粥350g,140.0,米油沖泡/調味．罐頭湯品．南北貨/杯湯．速食袋湯/粥品,350g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E5%BE%97%E6%84%8F%E7%9A%84%E4%B8%80%E5%A4%A9/1452405000101.html
伯朗咖啡豆-哥倫比亞單品咖啡豆450g,368.0,米油沖泡/咖啡．茶包/咖啡/咖啡粉/咖啡豆,450g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/%E4%BC%AF%E6%9C%97/1431018800101.html
東和好媽媽無添加玉米鮪魚150g,198.0,米油沖泡/調味．罐頭湯品．南北貨/罐頭/鮪魚,150g克 x 1 x 3Can罐,https://online.carrefour.com.tw//zh/%E6%9D%B1%E5%92%8C%E5%A5%BD%E5%AA%BD%E5%AA%BD/1483010600103.html
靠得住蘆薈高透氧護墊加長17.5cm,159.0,美妝個清/女性衛生/衛生棉/護墊,24PC片 x 4 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212099900101.html
蔥阿伯東北手工水餃高麗菜豬肉水餃,189.0,生鮮冷凍/冷凍調理/水餃 麵食/豬肉水餃,720g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/1525000300101.html
美吾髮純萃植感積雪草保水修護洗髮精,299.0,美妝個清/個人清潔/洗護造型/洗髮精,500ml毫升 x 1 x 1PC瓶,https://online.carrefour.com.tw//zh/%E7%BE%8E%E5%90%BE%E9%AB%AE/1200032300101.html
元氣森林葡萄風味氣泡水480ml,39.0,飲料零食/水．汽水/氣泡水,480ml毫升 x 1 x 1BOTTLE瓶,https://online.carrefour.com.tw//zh/%E5%85%83%E6%B0%A3%E6%A3%AE%E6%9E%97/1004109700101.html
東和好媽媽無添加油漬鮪魚,198.0,米油沖泡/調味．罐頭湯品．南北貨/罐頭/鮪魚,130g克 x 1 x 3Set組,https://online.carrefour.com.tw//zh/%E6%9D%B1%E5%92%8C%E5%A5%BD%E5%AA%BD%E5%AA%BD/1483007300103.html
皂福無香精天然酵素肥皂精補充包-1500g,96.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,1500g克 x 1 x 1Bag袋,https://online.carrefour.com.tw//zh/%E7%9A%82%E7%A6%8F/1110321200101.html
靠得住健康抑菌護墊標準型草本清香 14.5cm(25片）,99.0,美妝個清/女性衛生/衛生棉/護墊,25PC片 x 1 x 2Pack包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212006300102.html
貝納頌二合一咖啡(經典曼特寧風味)13g X25,398.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,13g克 x 25 x 1BOX盒,https://online.carrefour.com.tw//zh/%E8%B2%9D%E7%B4%8D%E9%A0%8C/1431127000101.html
楓康三效海棉菜瓜布4入,63.0,日用生活/家庭清潔 殺蟲/清潔工具/衛浴清潔工具,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/%E6%A5%93%E5%BA%B7/3153304600101.html
楓康細緻專用菜瓜布,63.0,日用生活/家庭清潔 殺蟲/清潔工具/衛浴清潔工具,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/%E6%A5%93%E5%BA%B7/3153389100101.html
皂福 天然洗衣皂精-太陽花香肥皂精補充包,138.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,1800g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/%E7%9A%82%E7%A6%8F/1110341000101.html
皂福無香精洗衣皂精補充包-2000g,138.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,2000g克 x 1 x 1Pack包,https://online.carrefour.com.tw//zh/%E7%9A%82%E7%A6%8F/1110315600101.html
李時珍美妍四物鐵精華飲35mlx12入,582.0,飲料零食/果汁．養生/保健養生/雞精．四物飲．燕窩,35ml毫升 x 12 x 1BOX盒,https://online.carrefour.com.tw//zh/%E6%9D%8E%E6%99%82%E7%8F%8D/1002310500101.html
Farcent香水胺基酸沐浴露-同名花語780g,349.0,美妝個清/個人清潔/沐浴用品/沐浴乳,780g克 x 1 x 1PC瓶,https://online.carrefour.com.tw//zh/farcent%E8%8A%B1%E4%BB%99%E5%AD%90/1201148100101.html
艾菲爾鐵網圓形垃圾桶12L,199.0,日用生活/家庭清潔 殺蟲/清潔工具/垃圾袋．垃圾桶,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/handk%E5%AE%B6%E5%B1%85/3151005500101.html
SUPER超級三合一原味减糖即溶咖啡15g X35,229.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,15g克 x 35 x 1Bag包,https://online.carrefour.com.tw//zh/super/1431112100101.html
森田藥粧FOR MAN清爽洗顏乳120g,148.0,美妝個清/個人清潔/卸妝洗顏/洗面乳．卸妝乳,120g克 x 1 x 1PC支,https://online.carrefour.com.tw//zh/%E6%A3%AE%E7%94%B0%E8%97%A5%E7%B2%A7/1202018900101.html
OP茶酚淨洗潔精-清雅茶香,266.0,日用生活/家庭清潔 殺蟲/洗碗精,1000g克 x 1 x 1BOTTLE瓶,https://online.carrefour.com.tw//zh/op/1105015600101.html
洗樂-大吉大利角形洗衣袋/40x50cm,129.0,休閒娛樂/銅板商品 �,1PC個 x 1 x 1PC個,https://online.carrefour.com.tw//zh/3160210500101.html
歐特滿分優果有機椒鹽堅果,200.0,飲料零食/休閒零食/堅果類/堅果,80g克 x 1 x 1PC包,https://online.carrefour.com.tw//zh/%E6%AD%90%E7%89%B9oter/1424310500101.html
"UCC法式深焙濾掛式咖啡(新舊包裝, 以實際出貨為準)",176.0,米油沖泡/咖啡．茶包/咖啡/咖啡,8g克 x 12 x 1BOX盒,https://online.carrefour.com.tw//zh/ucc/1431507100101.html
萊雅優媚霜時尚系列-6.17煙燻藍綠,379.0,美妝個清/美妝保養/染髮劑．用品/染髮劑,172ml毫升 x 1 x 1PC盒,https://online.carrefour.com.tw//zh/l%27or%C3%A9al-paris-%E5%B7%B4%E9%BB%8E%E8%90%8A%E9%9B%85/1200514900101.html
美吾髮純萃植感茶樹控油淨化洗髮精,299.0,美妝個清/個人清潔/洗護造型/洗髮精,500ml毫升 x 1 x 1PC瓶,https://online.carrefour.com.tw//zh/%E7%BE%8E%E5%90%BE%E9%AB%AE/1200030900201.html
KAKA醬燒小卷脆片-勁烤原味,99.0,飲料零食/精選餅乾/鹹餅乾/點心零食,80g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/kaka/1401015100101.html
萊雅優媚霜時尚系列-6.73亞麻灰棕,379.0,美妝個清/美妝保養/染髮劑．用品/染髮劑,172ml毫升 x 1 x 1PC盒,https://online.carrefour.com.tw//zh/l%27or%C3%A9al-paris-%E5%B7%B4%E9%BB%8E%E8%90%8A%E9%9B%85/1200514600101.html
Farcent香水胺基酸沐浴露-沐光森林,349.0,美妝個清/個人清潔/沐浴用品/沐浴乳,780g克 x 1 x 1PC瓶,https://online.carrefour.com.tw//zh/farcent%E8%8A%B1%E4%BB%99%E5%AD%90/1201150200101.html
金氏韓式結頭菜(每瓶約600g),299.0,生鮮冷凍/奶蛋點心食品/甜點小菜．冷盤,600g克 x 1 x 1Can罐,https://online.carrefour.com.tw//zh/%E9%87%91%E6%B0%8F/1513010900101.html
蘇菲超熟睡草本抑菌超薄35cm11片,145.0,美妝個清/女性衛生/衛生棉/夜用,11PC片 x 1 x 1PACK包,https://online.carrefour.com.tw//zh/%E8%98%87%E8%8F%B2/1212316500101.html
巴黎萊雅優媚霜三重護髮雙管染髮霜-3深棕,379.0,美妝個清/美妝保養/染髮劑．用品/染髮劑,148ml毫升 x 1 x 1PC盒,https://online.carrefour.com.tw//zh/%E5%B7%B4%E9%BB%8E%E8%90%8A%E9%9B%85/1200510700101.html
雀巢金牌咖啡重焙拿鐵三合一,398.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,20g克 x 30 x 1BOX盒,https://online.carrefour.com.tw//zh/%E9%9B%80%E5%B7%A2/1431102000101.html
白蘭陽光馨香超濃縮洗衣球,198.0,日用生活/家庭清潔 殺蟲/洗衣精 洗衣球,270g克 x 1 x 1Bag包,https://online.carrefour.com.tw//zh/%E7%99%BD%E8%98%AD/1110588800101.html
Farcent香水胺基酸沐浴露-癮誘粉漾,349.0,美妝個清/個人清潔/沐浴用品/沐浴乳,780g克 x 1 x 1PC瓶,https://online.carrefour.com.tw//zh/farcent%E8%8A%B1%E4%BB%99%E5%AD%90/1201121400101.html
靠得住私密平衡護墊(14.5cm)26PCx2,159.0,美妝個清/女性衛生/衛生棉/護墊,26PC片 x 2 x 1PC包,https://online.carrefour.com.tw//zh/%E9%9D%A0%E5%BE%97%E4%BD%8F/1212002000101.html
貝納頌二合一經典拿鐵(無添加糖),398.0,米油沖泡/咖啡．茶包/咖啡/咖啡隨身包,13g克 x 25 x 1BOX盒,https://online.carrefour.com.tw//zh/%E8%B2%9D%E7%B4%8D%E9%A0%8C/1431109800101.html
巴黎萊雅優媚霜三重護髮雙管染髮霜-4.26紫紅棕色,379.0,美妝個清/美妝保養/染髮劑．用品/染髮劑,148ml毫升 x 1 x 1PC盒,https://online.carrefour.com.tw//zh/%E5%B7%B4%E9%BB%8E%E8%90%8A%E9%9B%85/1200510700401.html
棕欖香皂,148.0,美妝個清/個人清潔/沐浴用品/進口香皂．抗菌香皂．潔手乳,115g克 x 1 x 6PC個,https://online.carrefour.com.tw//zh/%E6%A3%95%E6%AC%96palmolive/1201002300106.html
